8,17,0,0.38,Home
8,17,1,0.19,Hospital
8,17,2,0.14,Mall
8,17,3,0.04,Office
8,17,4,0.03,University
8,17,5,0.04,School
8,17,6,0.18,Nursery
17,24,0,0.68,Home
17,24,1,0.14,Hospital
17,24,2,0.07,Mall
17,24,3,0.01,Office
17,24,4,0.01,University
17,24,5,0.01,School
17,24,6,0.08,Nursery
0,8,0,0.84,Home
0,8,1,0.11,Hospital
0,8,2,0.01,Mall
0,8,3,0.01,Office
0,8,4,0.01,University
0,8,5,0.01,School
0,8,6,0.01,Nursery
